,Unnamed: 0,CCV,bloque,OrdenPres,sujnum,TipoNumCCV,FFD,FPRT,TFT,transicion,dur_totCCV,dur_CCV_sin_inico,tiempo_onset_vocal_l,tiempo_onset_vocal_r,OrdenDeCCV,repeticion_ccv,Frecuencia,SegConsVoceada,RPD,RBRC,RBRT,SFD,RRT,NormTransition,TotalRepetition
139,139,DCA,1,1,1,5,226,1008,1008,0.2852989429546889,0.667491866535499,0.5342626431745829,0.486048492803671,0.7280484928036329,2,2,0.19,0,1008,0,1008,0,0,0.4274193548387095,2
145,145,DCA,1,1,1,5,191,1357,1357,0.34720045523193,0.676765331785413,0.56764518871252,1.1151174040142,1.10111740401419,2,3,0.19,0,1357,0,1357,0,0,0.5130293159609118,3
153,153,BDA,1,1,1,5,41,1033,1033,0.22451577673247106,0.501711232921721,0.4277088260657679,0.9232059077340709,0.933205907734062,4,3,23.66,1,1033,0,1033,0,0,0.4475000000000017,3
154,154,DBA,1,1,1,5,726,1148,1148,0.23590933092270105,0.5206023815115179,0.422306826960392,0.9276783345942852,0.9296783345943508,5,3,0.05,1,1148,0,1148,0,0,0.4531468531468516,3
176,176,BCA,1,1,1,5,49,825,825,0.28687094378683503,0.540810274128753,0.433965483840799,1.29826436015323,1.29826436015323,3,3,12.49,0,825,0,825,0,0,0.5304465493910687,3
361,361,GTA,1,1,2,5,673,1155,1155,0.208603990781493,0.498128438025983,0.3671918200305821,0.780656742199607,0.7816567421989009,3,1,47.64,0,1155,0,1155,0,0,0.41877551020408105,1
363,363,GDA,1,1,2,5,315,947,947,0.24592381942030106,0.4932609941246261,0.4183531640713161,0.893148298840692,0.8961482988403929,5,1,8.06,1,947,0,947,0,0,0.4985673352435537,1
366,366,BTA,1,1,2,5,212,1036,1036,0.16622296177324802,0.43377361942196896,0.354077678845754,1.11583429091213,1.1098342909118202,2,1,10150.0,0,1036,0,1036,0,0,0.38320209973753294,1
368,368,GPA,1,1,2,5,297,1353,1353,0.232256741107826,0.480452670330894,0.387094568513043,1.07478664498034,1.07678664498074,4,1,7.98,0,1353,0,1353,0,0,0.4834123222748825,1
372,372,DPA,1,1,2,5,310,780,780,0.22996348660112806,0.539474091208935,0.3601314978847849,0.714567639551182,0.716567639550679,2,1,3.51,0,780,0,780,0,0,0.4262734584450407,1
375,375,BDA,1,1,2,5,592,933,933,0.236679684903284,0.517623891028937,0.37444171523821,0.9601535397970572,0.961153539797261,5,1,23.66,1,933,0,933,0,0,0.457242582897034,1
378,378,GDA,1,1,2,5,229,751,751,0.221813117555154,0.533803217656802,0.38564233218559896,0.811533073577154,0.813533073577562,2,2,8.06,1,751,0,751,0,0,0.4155334966485051,2
379,379,BGA,1,1,2,5,201,1067,1067,0.180102232474742,0.3971004084078521,0.303922517301128,0.864209201102203,0.8662092011026099,3,1,1.11,1,1067,0,1067,0,0,0.4535433070866133,1
380,380,GTA,1,1,2,5,281,1030,1030,0.208868561272792,0.3639565947927079,0.317680326726282,0.9077721681113248,0.9097721681108232,4,2,47.64,0,1030,0,1030,0,0,0.5738831615120298,2
399,399,BDA,1,1,2,5,515,1127,1127,0.117731684069134,0.373493618426218,0.21760062986571,1.1906878721598502,1.1906878721598502,5,2,23.66,1,1127,0,1127,0,0,0.31521739130434806,2
402,402,GBA,1,1,2,5,281,281,281,0.21079578913742006,0.452622430482887,0.319938786558826,0.154013793121789,0.152013793122291,2,1,7.04,1,281,0,281,281,0,0.4657210401891249,1
404,404,BPA,1,1,2,5,232,1023,1023,0.20440725160922504,0.400726446500099,0.327933936034944,0.954144146662442,0.9561441466628492,4,2,0.39,0,1023,0,1023,0,0,0.5100917431192666,2
408,408,DBA,1,1,2,5,491,717,717,0.22172731684873606,0.3950425557829,0.307900815536672,0.5762470173917961,0.5772470173910911,2,1,0.05,1,717,0,717,0,0,0.5612745098039228,1
411,411,BDA,1,1,2,5,271,882,882,0.191264539320274,0.36729958370638105,0.286672845819615,0.939531728410043,0.9405317284102472,5,3,23.66,1,882,0,882,0,0,0.5207317073170731,3
422,422,BTA,1,1,2,5,330,953,953,0.247166622395936,0.439846034103949,0.358510052932123,0.8882393409486941,0.889239340948897,4,2,10150.0,0,953,0,953,0,0,0.5619389587073621,2
423,423,BGA,1,1,2,5,640,1254,1254,0.21557983359134306,0.409048915019472,0.3403476493694831,1.0478204308328398,1.04682043083263,5,2,1.11,1,1254,0,1254,0,0,0.5270270270270262,2
434,434,DBA,1,1,2,5,267,773,773,0.203857463294811,0.41034534547084295,0.342612059279342,0.78331513884017,0.784315138839464,4,2,0.05,1,773,0,773,0,0,0.4967948717948747,2
445,445,DBA,1,1,2,5,328,815,815,0.227344671478172,0.43143818337335,0.331544312572335,0.7442800025576791,0.7472800025582901,3,3,0.05,1,815,0,815,0,0,0.5269461077844301,3
450,450,DPA,1,1,2,5,236,952,952,0.241239960226661,0.497401979848786,0.368077465088101,0.6162217061957571,0.605221706195335,2,3,3.51,0,952,0,952,0,0,0.4849999999999996,3
457,457,BTA,1,1,2,5,447,935,935,0.23874520168841,0.430647990387322,0.3656730304341471,0.7907431710413609,0.7927431710408591,3,3,10150.0,0,935,0,935,0,0,0.5543859649122805,3
463,463,DTA,1,1,2,5,282,1062,1600,0.205613035141154,0.38919610223147,0.33884188954384,0.97971255159608,0.982712551595782,3,1,1.44,0,1062,0,1062,0,538,0.5283018867924529,1
469,469,GCA,1,1,2,5,290,1286,1286,0.252708013148834,0.42692682293187295,0.3879090686575461,1.10781809979148,1.10281809979137,3,2,0.0,0,1286,0,1286,0,0,0.591923485653559,2
477,477,GBA,1,1,2,5,296,868,1063,0.208737022284115,0.4449723349290121,0.35247808553365506,0.643446332779614,0.6454463327791121,5,3,7.04,1,868,0,868,0,195,0.4691011235955052,3
481,481,DCA,1,1,2,5,903,1071,1071,0.17720891888638396,0.4054194290620201,0.326755957751479,0.8988395538059131,0.8888395538066051,3,2,0.19,0,1071,0,1071,0,0,0.43710021321961606,2
483,483,DTA,1,1,2,5,370,1068,1068,0.20843672208372,0.44061939984786297,0.36938153280659103,0.9312471156861152,0.928247115685504,5,3,1.44,0,1068,0,1068,0,0,0.4730538922155698,3
492,492,BCA,1,1,2,5,370,947,1008,0.230542612299402,0.452723575448048,0.3810522970130011,0.7937803318773259,0.7867803318768092,2,3,12.49,0,947,0,947,0,61,0.5092348284960427,3
